tgt,src
بنادم إقرا مسك ومايجاوب,"If you send a private message to someone and they don't answer, are they reading it"
خدام غدا؟,Are you working tomorrow?
خاطبة غير ڭالّس و مخلي مراتك تصرف عليك,I will sit and leave my wife provide for me.
كادجي واحد الوقت كولشي كايتنسا,All will be forgot by time.
علاش مابغيتيش تربي كلب,Why don't you want a dog?
أنا غادي ندوز عندكوم,I will come to you.
إمتا غادي ت حدّد لماوإد ديالك معا تبيب,When are you going to make an appointment with the doctor?
أنا غادي ندوي معاك على هاد الموضوع,I will talk to you about this.
مابقيتش باغي نتيح كلشي كايضحك عليا,"I will not fall, everyone laughs at me."
شعري دهبي,My hair is golden.
ملي كان عصير وهو عزيز عليه رسم,He likes to draw.
كون غير قدرت ن خش فهاد المتحان كون جبت مسيان,"If only I could cheat in my exam, what would I have to do?"
هاد السؤال,Like this type of questions.
راه حبيبي هاد الماتش لعابة ملعبينش من نيتهم,This match is amical
كنت ناوي نجي جبيلا,I was going to come shortly before.
درتيها منيتك,Did you seriously did it?
واش كاينا شي نتيجة ولا والو,Is there any result or not?
فوقاش ندويو معاه,When should I speak to him?
بغيت نفيق بكري,I want to get up early in the morning. What should I do?
أستاد عفاك تقدر تعاود شنو ڭلتي ?,"Teacher, please repeat again?"
مات راجلي مؤخرا,His husband died recently.
واش كدان بلي خاصنا نطلبو المساعدة؟,Do you think we should call for help?
أنا غادي ندير معاك مسيان و سكتنا,I will do you good.
أنا ماغادي لحتى بلاصة,I'm not going anywhere!
ربحني صاحبي فكارطة,He won the card game
فشكل,peculiar
انا كانكره الخدمة ديالي ولكن مابغيتش نخرج منها,I hate my job but I don't want to leave it. What should I do?
و كان خاصني نمشي لجتماع مهم,And I was supposed to go to an important meeting.
علاش تعطّل?,Why is he always late?
واكس 'ا مسالي ليك,Are you always available for me?
بلا ما تشري شارجور,Should I buy a charger?
قلبتي في جيب ديال جاكيتك؟,Did you check your jacket pocket?
واش نتغداو مجموعين؟,Can we have lunch together?
مابغاتش تعلم,She didn't want to learn.
على امتا عيد,When is Eid?
إيلا جيتي ليها دبا,"If you came for it now, why did you come for it?"
أبل لا لا لا,Call me
وايني مشتبة معاك,This is a big problem.
البنت إما رجليها وإما قبرها,The girl likes her legs.
هنا مختلفين,We are different
عندو بزاف ديال الفولور,He has many followers.
فيه إلا عندك كونكس,Do you have a connection?
ماغاديش يكدب عليا راجل,He won't lie to my husband.
خرجي تريك أحد سيدة,go out Madam.
شوف فالميم,Look right
الماعن جدد,The utensils are new.
شرينا الطونوبيلا الجديدة ولكن سدقات خاصرة,We bought a new car.
بقاع القياسات,Of all sizes.
عندنا غير لهداية,We have only gossipers.
هادي كاتعزل الصوت,This isolate sound.
تانفكّر واش نقدر نصبر على هاد الصدق,"I think if I could withstand this heat, I would."
بلا متعدّب راسك,Don't mind
واش نقدر نتسلف تقشرك؟,Can I borrow your socks?
واش تعرفتي على ناس لي قبلتنا,Do you know people?
إمتا غادي ت رفّه عليه لحايات,When will life be kind to him?
تاريخ الكنيسة,What is the history of the church?
بحالا وليت كانبغيه,I started to like her.
مشا ب الپيكالة ل لخدمة,He rode his bike to work.
كون غير قدرت ن سمع ليك,"If only I could listen to you, what would you say?"
شكران بلي كاينا شي حاجة ورا هادشي,i think there is something else.
لا!,No!
أنا غادي ن نقل فلامتحان جاي,I will cheat on the next exam. What should I do?
تقدر تعاوني باش نلقى القياس فهاد الحوايج؟,Could you assist me with finding the right size in this clothing item?
السخرة كاينة فدار,The stuff are at home.
غادي المدينة,I am going to town.
الفميلة دوزتا العطلة في لندن,Our family spent the holiday in London.
خرجي أش كاتسناي,What are you waiting for before you go out?
خاصك تبيعهم فبلاصت داكشي,"Instead, you have to sell them."
ماغاديش تبقى واقف تما و ماكادير والو,You're not gonna stand there and do nothing!
بلا ماتبدا تغوت,Don't yelp
هاد بنادم كايعجبوه المشاش حيت عندهم مستش,That person liked cats because they had mustaches.
أنتلع نغسل زرابي ف ستح,How do you wash a carpet?
مايمكنش يكون عندك كلشي,Can you eat cake and eat it too?
الكورة منوع وسط طريق,football 
قسّت داك لحيت و يالّاه مسبوغ,I hit the wall. What should I do?
شحال بغيتي؟,How much would you like?
اللهيوما إينا هادا منكر,"This is shameful, God."
تعطلي بزّاف باش تزيّن دارك,Is it too late to be pretty at 24?
و أخيرا حتفرحنا,She will make us happy.
فين غاتسكنها,Where can I make her live?
مابغيتيش ت رعا لبهايم,I don't want to raise animals.
تقدر تعاول عليا,Can you confine me?
نتا زعمة عياق,You are showing off.
كون هاني غادي نوصلو بكري,Don't worry we will arrive early.
واحا كاينة شي حاجة أخرى,What is something else?
محتاجة شي حاجة أخرى؟,Needs something else?
مشيت سالمت عليه,I saluted him.
عندكم,You have
نقدر نعيط ليهم، و نخليوهم يسحاب ليهم بلي انا سكريتيرة ديالك,"I could call them, make them think I'm their secretary."
كانتسنّاه يجي,I'm waiting for him to come.
خرجتي من المدرسة,When did you come back from school?
جيت أنا لخر فسباق,I came last in the race.
ماواذش,Not clear
ماكفاتنيش لكريمة ديال البحر لي ديتها,Is thai cream sufficient?
كاتخيت حوايجها,She's sewing her own clothes.
فاطمة، عافاك خليني نفكر فيه، باغي نرتاح.,"Fatima, please let me worry about it, I want to rest."
هادي عام ماتعلمت شي لوحة,I did not learn a language.
واش تقدر تجي عندي دابا؟,Can you come now?
علاش مابغيتيش تمزج هاد العريترية كاملة تيقني خاطرج واعرة,Why don't you want to mix ingredients?
مانضنش غادي يعصف بيه هاد المرض,I dont think he will get sick.
الحبيبة ديالك لي كادبر ليك ف الخدمة الواعرين,My girl finds me jobs.
مشيت دارت ترويد,She did kinsotherapie
لي غادي ولي جاي يشوف فينا,"Everyone will look at her, she said."
كون غير قدرت ن بديل القانون,"If you could change one law, what would it be and why?"
مابغيتيش تحافظ على سمع ديالك,You don't want to have a good reputation.
مكايوقع ليه والو,What will happen if nothing happens?
كاينة واحد خط عڭوزتي,There is one aunt of my mother in law.
خاصك تبدا ترد البال لتفاصيل صغار,You need to pay attention to details.
عطيني ودنيك,Listen to me.
صيف قريب خاتمشي تزور واليديك فالمغرب,When will you meet your parents?
عبيلا متاكية حتى كنسمع فيها,I was listening to her.
تانفكّر واش هاد لقلم كيكتب مزيان,What do you think about this pen?
هادا راجل عليكوم,He is more manly than you
راه مسّح هاد لكاريام,This place is dirty.
ماعندي فين نبات,I don't have a place to sleep. What should I do?
خاص لي يوقف معاه فهاد المهنة,I need someone to help me throught this crisis. How can I ask for help?
مانضنش غادي يدير شي حاجة حنا مامتوقعيناش,I dont think we expected it.
كانسمعك أخويا!,"8 hear you, brother!"
فينما كاين الحب كاين الإيمان,Where there is love there is faith.
نقدرو نختسرو عليك المسافة,We can take shortcuts.
"ألا قدرنا ناكلو طرف تلخبز فلما, ديكسّاع غاناخدو 20 نقطة","If we eat one piece of bread in water, then we get 20 points."
