tgt,src
مانضنش غادي يبلاصي تونوبيلتو هنا,i don't think i'm gonna buy the tone
كيعجبوني الحيوانات، ولكن عندي حساسية من الحيوانات الدريفة,"i like animals, but i'm allergic"
واش أنا عمري كدبت عليك,did i ever lie to you
ماجبش الله,I dont want to talk to him
نديرو سپور معا 6,we're looking for a six
كايعجبني الفرماج,i like breakfast
عندها,then
صافي هادشي لي كاين,this is clear for me
عينو فيه,he went to him
ماتبقاش تعاود تهضر معايا,you don't need to talk to me again
غانود دب نوجد الفتور,I'm gonna go find a lot of food
واش متأكد?,are you sure?
على الأقل الخدمة ديالك متقونة,At least your work is good
اشنو كادڭول فهادشي,what are you talking about?
عندك تنسا,you have to forget
فيا واحد جو خيالي,in a fantastic atmosphere
واش ماكاتهمش,don't worry about it
هبّت ديسجونكتور,he went to prison
بهالا مكاينش معاهوم,what do they do with them
كترتي عليه,i told him
أنا غادي نعطيك شي دربة قاسحة,i will give you something hard
سميتي ماتيلد,you're named matalid
خاصنا نمشيو نعزيوهوم دابا,we need to go to the hospital
داكشي لي بان ليّا,that's what I'm talking about
و لكن هاد اللوان كايبقاو واحد العدد ديال السوايع,But these colors are still the same number as the shorts.
الماكينة دصابون ماخداماش,the machine didn't work
دخلي أختي ندامي لينا,go to my sister to regret us
كيفاش خصني نحطّو?,how do I get down?
ماكانديرش السپور,i didn't do spor
هي لي كاتخليني نتعامل معاها هكا,she's like me to treat her like this
هادا هوا وقت المشروبات.,It's time for drinks.
واعرة تاني هادي,i'm sorry
غادي ديما في طيارة,he will always be in a plane
كون غير قدرت نجلب على كلشي,if only I could bring everything
كيما بلانيت,what did you do
الطلٌاجة مازالا مفتوحة,The toilet is still open
خسّني نجرّب,Let me try
خارج مع صحابي,I'm out with my friends
أندكم,I call you
من الداخل,from inside
أتنود روينا ف زنقة,you wanna see us in the alley
كون غير قدرت ن حيّد عليا التوتر,if only I could be nervous
شونو لوراق ليكايتلبو دامان جتماع باش تسجل لولد والمرة,what are you talking about?
أنا غادي ن حسّ ليك شي فلوسّ يتقدّاو بيها,i will feel something for you
باش يسوبو حلوى تاع نهار عيد,it's not good for a good day's sake
تفرقات خانشة ديال دجيج,he's splitting up a lot of noise
ماتلعبش بلموس,you don't play hard
ڭلوليها غتولدي وبصح ولدات,I'm gonna give birth to my children
صافي عل مولانا,my lord is clear
كيفاش دوزتيها من البوليس,how you did it from the police
آجي نوريك شي حاجة,i will show you something
راه معقول دير بحالوكا,it's okay
قدرتك بانت بحال مامرحبش بيا,i can tell you how much you feel
لا، كان خاصني نتمشى لدار,"No, I thought I'd go to the house"
الحسد ديال تفاح هادا ماشي وقتو,i'm happy this apple is not a good time
نتي لي تسروفاتك تبدلو,you get your clothes changed
كيما كان الحال,how is it
كاتكرفاس باش دجبلي فلوس لكرا,you shouldn't be asking for money
مابغيتيش ت شافا حيت ديما كاتفايل بلمرد,you don't want to talk to me
زيد عليها، كايبقى يبتسم على صحابتي,he keeps smiling on my company
شنو عاوتاني,what do you want me to do
وجدت واحد الخلطة الشعري,I found a hair mixer
ساليو عليا داك ترح,he asked me to leave
خاصك تقلب على راسك,you need to look at your head
اللغات الصوم و البوكم,languages are fast
ماكانش خاصو يهدر معاك بديك طريقة,there is no business with you in this way
قادي أقل حاجة نديرها,he will bring the least we can do
مانضنش غادي يختارع شي حاجة تبهرنا,I dont think he will make up something to impress us
وا هاد البحر شحال عامر خزّ,this sea is bacony
ب 15 يوم عرضو عليها,15 days they offered her
نجحنا ف المشروع,we succeeded in the project
هيتي بنتي هيتا نعسات,my daughter is sleepy
راه فيه كلشي,it's all in it
تعطلي بزّاف باش تهرب.,You are too late to escape.
فرت فيها هيتا مشات,i left her in the car
كون خليتيني كتر، كون ورركت على بزاف ديال البوتونات باش يعاونوك,"if you leave me too much, if you leave too much botats to help you"
واش مازال معطّل?,is it still broken?
هادشي كايخلع.,That's why he took off.
هادي مشكلة,this is a problem
تشهيت شكلاط,I've seen a lottery
مانضنش غادي يتدفّڭ ليك لكاسّ واحا تزرب,i don't think i'll take a cup
خوك ف ديما,your brother is always
إمتا غادي ت تبادل معاه دوك لحوايج,When will you trade clothes with him
غادي نمرض,i will get sick
رمضان مبراك كريم,this is a good thing
عمرك ت ميز مابين هاد الألوان كيتشبهوا,you should never know what colors are like
تعطلي بزّاف باش تمشي تسوت,you are too late to go
شكرا أ سيدي,"Thank you, sir."
ماعمري نعاود نعيط ليك,i don't want to give you back
عندنا,we have
كان عليك حتى تفكر,you should have even thought
راه مدايرين تجموع ثقافي,there are cultural groups
شنو درب بنتهم,what did they do to their daughter
تزاديت في ورززات,I'm getting a lot of food
خاصني نمشي نطيب العشاء,i need to go to dinner
خرجتي فالفلسو,you went out in money
شحال مساحبي كاتعوم مرا فشحال,how many of my drawers do you think
نهار تبغي تزوجي تفكري هدرتي,you want to get married
غادي نرجعو لهاد المدوق,i will return to this madman
علاش مابغيتيش تطابر فخدمتك,Why don't you want to do your job
أنا متوع في ملجأ الحيوانات,i'm sick at the animal shelter
يالاه نلعبو الكارطة,Let's play ball
و لكن مامتيقّنش أنّ هادشي كافي,But I'm not sure that's enough
يد فطبق و عين عالمين زهق,a good hand and a good world eye
تقدر تمشي هتل غدا,you can go tomorrow
كولشي كان كيخني من كبير الصغير,i thought of the young man
عندو الزهر,they have flowers
سير غوّت عليه,go for it
نتحداك ت حتجّ على لحكومة إيلا مدخلتي لحبس,I dare you to protest my government
راه مشارجي الباجاج فتونوبيل,I'm waiting for a cup of tea
بلا ما تصوّر سبورا,Don't you think it's okay
يسحابلك كاينا صيبة,you are very good
غاتلاحظ الفرق,you don't notice the difference
غير كايدحكو عليكم,I'm sorry to bother you guys
اه غادي تكون ممتعة,It's gonna be fun
جيبي نصخة من شهادات الباك,pick up a piece of the buck certificate
واخا قلت بلا تقدر تعطل,i said you can't wait
40 يوم لأولا في حياتها,40 days in her life
